greenness degree,cleanliness degree,crowdedness degree,noisy degree,skin feeling degree,stress degree,personal aqi degree,safety degree,hum,tem,part_of_day_Afternoon,part_of_day_Early Morning,part_of_day_Evening,part_of_day_Morning,Not rush hour,Rush hour,distance_to_airport,num_people,num_motorcycles,num_cars,rms_contrast,Temperature,Dew Point,Humidity,Wind Speed,Pressure
1,2,5,5,1,1,5,1,68.0,33,0.0,0.0,1.0,0.0,0.0,1.0,8.32167051329657,9,4,4,51.71938827718474,30.0,25.0,74,8,29.64
3,3,2,2,4,4,2,4,63.0,34,0.0,0.0,0.0,1.0,0.0,1.0,7.380290983105155,4,2,3,74.52687171285268,30.0,26.11111111111111,79,6,29.7
3,3,3,3,4,4,2,4,78.0,31,0.0,0.0,0.0,1.0,0.0,1.0,7.2745180207424065,6,5,3,59.56296497473278,30.0,27.22222222222222,84,1,29.73
3,3,5,4,3,2,4,3,61.0,31,1.0,0.0,0.0,0.0,1.0,0.0,5.577688090225078,14,8,3,59.517473473781884,32.77777777777778,22.77777777777778,55,5,29.67
3,5,4,3,1,2,3,2,60.0,33,1.0,0.0,0.0,0.0,1.0,0.0,6.45781930707799,6,5,3,70.8991320842448,32.77777777777778,23.88888888888889,59,5,29.7
2,1,5,5,1,2,4,2,63.0,34,0.0,0.0,0.0,1.0,0.0,1.0,7.380290983105155,8,12,0,76.30915934335448,30.0,26.11111111111111,79,6,29.7
3,3,1,1,4,4,1,4,61.0,34,0.0,0.0,1.0,0.0,0.0,1.0,6.441126558530581,0,0,4,55.193342637362,30.0,25.0,74,3,29.64
5,3,5,4,3,2,4,2,68.0,33,0.0,0.0,0.0,1.0,0.0,1.0,5.611784362985194,1,0,0,73.25106498978971,27.77777777777778,25.0,84,5,29.79
3,4,4,4,4,4,4,2,51.0,37,0.0,0.0,0.0,1.0,0.0,1.0,6.444427351382735,8,6,1,66.64771012518953,27.22222222222222,26.11111111111111,94,2,29.76
3,3,3,3,3,2,3,2,63.0,34,0.0,0.0,0.0,1.0,0.0,1.0,5.553056288772904,7,4,1,47.58107400127695,27.77777777777778,27.22222222222222,94,2,29.73
3,2,4,4,3,3,2,4,63.0,34,0.0,0.0,0.0,1.0,0.0,1.0,5.553056288772904,8,5,1,70.11685397976558,28.88888888888889,27.22222222222222,89,6,29.73
1,3,3,3,3,2,4,1,63.0,35,0.0,0.0,1.0,0.0,0.0,1.0,7.15645457797551,1,0,0,80.66148974224225,31.11111111111111,23.88888888888889,66,15,29.55
3,3,3,4,3,3,4,2,58.0,34,0.0,0.0,0.0,1.0,1.0,0.0,5.609591253256909,2,0,5,66.11284277483047,31.11111111111111,25.0,70,1,29.73
3,3,3,3,2,2,3,2,59.0,35,1.0,0.0,0.0,0.0,1.0,0.0,6.755975982359269,10,8,4,75.69064116063959,32.22222222222222,25.0,66,7,29.67
5,4,3,2,5,5,1,5,63.0,34,0.0,0.0,1.0,0.0,0.0,1.0,6.4144908039444894,3,0,0,71.51302436791528,31.11111111111111,23.88888888888889,66,9,29.61
3,3,4,4,2,2,4,2,67.0,33,0.0,0.0,1.0,0.0,0.0,1.0,6.4246916304081845,6,6,1,72.62506002559266,30.0,25.0,74,10,29.64
2,2,2,2,3,3,3,3,74.0,31,0.0,0.0,1.0,0.0,0.0,1.0,5.529236365312432,4,6,1,62.634021048666966,31.11111111111111,22.77777777777778,62,7,29.64
3,4,3,2,4,3,2,4,68.0,33,0.0,0.0,1.0,0.0,0.0,1.0,8.358336832962543,0,0,0,81.38325041974089,28.88888888888889,25.0,79,10,29.67
3,3,3,3,3,3,3,3,60.0,34,0.0,0.0,1.0,0.0,0.0,1.0,6.747032473701513,5,6,2,80.87388203866313,28.88888888888889,26.11111111111111,84,10,29.67
4,4,3,3,3,3,3,3,89.0,28,0.0,0.0,0.0,1.0,0.0,1.0,7.061095896921059,15,13,0,62.89644540949789,27.77777777777778,26.11111111111111,89,2,29.73
2,2,2,2,2,2,2,2,56.0,35,1.0,0.0,0.0,0.0,1.0,0.0,6.421921126183198,5,4,1,70.58189758611117,32.22222222222222,23.88888888888889,62,6,29.67
2,2,4,4,2,2,4,2,77.0,31,0.0,0.0,1.0,0.0,0.0,1.0,7.0573137577692595,2,5,2,56.71513001794645,31.11111111111111,23.88888888888889,66,9,29.67
4,4,3,2,3,3,2,3,68.0,34,0.0,0.0,0.0,1.0,1.0,0.0,5.784567260577785,2,1,0,74.67810485661877,32.22222222222222,23.88888888888889,62,3,29.73
3,5,3,3,3,3,3,3,72.0,32,0.0,0.0,0.0,1.0,0.0,1.0,5.609591253256909,11,8,1,59.59408068847839,30.0,25.0,74,1,29.73
2,3,3,4,2,2,4,3,50.0,37,0.0,0.0,0.0,1.0,0.0,1.0,5.589318277498476,9,6,2,71.31709795971514,27.77777777777778,26.11111111111111,89,7,29.76
3,5,3,3,4,4,2,4,79.0,31,0.0,0.0,0.0,1.0,0.0,1.0,6.545423101043606,4,3,3,78.6515684033243,30.0,25.0,74,1,29.73
2,2,4,4,2,2,5,1,50.0,37,0.0,0.0,1.0,0.0,0.0,1.0,7.119862853459918,7,6,2,64.97140649295683,27.77777777777778,23.88888888888889,79,1,29.7
1,1,1,1,4,4,1,4,54.0,36,0.0,0.0,1.0,0.0,0.0,1.0,7.1546814231299285,1,1,1,40.74714549734867,30.0,25.0,74,3,29.64
2,2,3,3,3,3,4,3,61.0,33,0.0,0.0,1.0,0.0,0.0,1.0,6.120274869470393,0,0,0,77.54731613006679,27.77777777777778,22.77777777777778,74,10,29.67
2,5,2,2,4,4,3,4,81.0,31,0.0,0.0,0.0,1.0,0.0,1.0,6.46835385483181,6,5,0,60.40512949542053,30.0,25.0,74,1,29.73
4,4,3,4,4,4,3,3,73.0,32,0.0,0.0,0.0,1.0,0.0,1.0,6.421187744494178,6,7,5,79.14792816954623,30.0,25.0,74,1,29.73
4,4,2,1,4,4,2,4,72.0,30,0.0,0.0,0.0,1.0,1.0,0.0,6.422723696324697,0,0,0,57.51047536493953,30.0,25.0,74,9,29.7
3,3,5,5,2,2,4,2,61.0,34,0.0,0.0,0.0,1.0,1.0,0.0,6.30072547608243,12,2,0,68.43784388041331,32.77777777777778,23.88888888888889,59,6,29.73
2,2,3,3,3,3,2,2,60.0,35,0.0,0.0,1.0,0.0,0.0,1.0,7.012321768343242,7,6,1,70.12030219522103,32.22222222222222,23.88888888888889,62,7,29.61
2,2,3,3,3,3,3,3,59.0,34,0.0,0.0,1.0,0.0,0.0,1.0,5.499195541904343,9,10,1,70.62165622674807,31.11111111111111,25.0,70,12,29.61
2,3,2,2,5,4,4,2,72.0,31,0.0,1.0,0.0,0.0,1.0,0.0,8.248722221264224,4,4,1,76.23719114934875,26.11111111111111,26.11111111111111,100,1,29.7
1,2,2,2,2,2,3,2,50.0,37,0.0,0.0,1.0,0.0,0.0,1.0,7.119862853459918,2,5,0,66.75180873499633,27.77777777777778,23.88888888888889,79,1,29.7
2,2,3,2,3,2,2,2,56.0,35,1.0,0.0,0.0,0.0,1.0,0.0,6.421921126183198,6,6,0,68.37696451751005,32.22222222222222,23.88888888888889,62,6,29.67
3,3,4,4,3,3,2,3,49.0,37,0.0,0.0,1.0,0.0,0.0,1.0,5.694328120729331,8,6,2,76.01501497940446,27.77777777777778,23.88888888888889,79,1,29.7
3,3,3,3,1,2,3,2,50.0,37,0.0,0.0,0.0,1.0,1.0,0.0,6.84334062123617,4,1,1,67.18496240018946,32.77777777777778,23.88888888888889,59,7,29.7
2,2,3,3,2,2,2,2,59.0,34,0.0,0.0,0.0,1.0,1.0,0.0,8.311419326199031,5,4,2,60.9289355809249,32.22222222222222,25.0,66,8,29.7
2,3,3,3,3,2,3,3,62.0,33,0.0,0.0,1.0,0.0,0.0,1.0,5.51217518686674,2,0,0,81.8522064704116,28.88888888888889,26.11111111111111,84,3,29.67
3,1,5,5,1,1,5,1,62.0,34,0.0,0.0,1.0,0.0,0.0,1.0,7.185123928701169,1,0,0,89.04882754767506,31.11111111111111,23.88888888888889,66,15,29.55
3,4,4,4,3,4,4,3,72.0,32,0.0,0.0,0.0,1.0,1.0,0.0,5.9607331940031925,18,6,1,68.3170914602874,31.11111111111111,25.0,70,1,29.73
3,2,1,1,2,1,4,1,66.0,33,0.0,0.0,0.0,1.0,0.0,1.0,7.1493868757767896,0,0,0,72.5792761724753,31.11111111111111,26.11111111111111,75,10,29.7
2,2,3,4,1,1,4,1,58.0,35,0.0,0.0,0.0,1.0,0.0,1.0,5.784898352012638,0,1,0,68.03569889709415,31.11111111111111,25.0,70,10,29.76
2,2,4,3,4,2,2,2,68.0,33,0.0,0.0,0.0,1.0,1.0,0.0,7.2389288226766775,4,2,3,41.820303330666775,32.22222222222222,25.0,66,6,29.73
2,3,4,4,1,2,4,1,66.0,33,0.0,0.0,0.0,1.0,1.0,0.0,5.4869155791267845,6,9,4,61.10135333940094,32.77777777777778,23.88888888888889,59,7,29.7
2,3,3,3,3,3,3,3,70.0,32,1.0,0.0,0.0,0.0,1.0,0.0,8.318957002468077,0,0,0,71.399226286278,28.88888888888889,25.0,79,10,29.7
3,5,2,2,3,3,3,3,65.0,33,0.0,0.0,0.0,1.0,0.0,1.0,7.147356950398043,3,3,1,61.63413674344196,30.0,25.0,74,8,29.76
5,5,2,2,5,5,2,4,78.0,29,0.0,1.0,0.0,0.0,1.0,0.0,7.088392256964598,6,6,0,53.036249265399796,26.11111111111111,26.11111111111111,100,1,29.7
3,3,5,5,2,2,5,2,63.0,34,0.0,0.0,0.0,1.0,0.0,1.0,5.553056288772904,8,8,2,56.739293731371966,27.77777777777778,27.22222222222222,94,2,29.73
2,2,3,3,2,2,2,2,56.0,35,1.0,0.0,0.0,0.0,1.0,0.0,6.421921126183198,5,3,3,73.81600747632727,32.22222222222222,23.88888888888889,62,6,29.67
4,2,3,4,1,1,5,1,54.0,37,1.0,0.0,0.0,0.0,1.0,0.0,7.198289786097591,0,0,0,78.33273928915659,32.22222222222222,23.88888888888889,62,8,29.7
2,3,4,3,1,1,3,1,53.0,36,0.0,0.0,0.0,1.0,1.0,0.0,6.42657712806723,3,0,0,78.20905237318418,32.22222222222222,23.88888888888889,62,3,29.73
4,4,3,2,4,4,1,4,75.0,33,1.0,0.0,0.0,0.0,1.0,0.0,6.878716238545669,0,0,0,74.6191089179666,32.22222222222222,25.0,66,6,29.7
4,4,2,2,4,4,2,4,65.0,34,0.0,0.0,1.0,0.0,0.0,1.0,6.4227550540211675,3,8,3,67.80550421827243,31.11111111111111,25.0,70,12,29.61
2,3,3,2,4,3,2,4,73.0,32,0.0,0.0,0.0,1.0,0.0,1.0,5.763128142761303,0,0,0,79.75797282421635,28.88888888888889,26.11111111111111,84,8,29.79
3,5,2,2,5,4,2,4,57.0,35,0.0,0.0,0.0,1.0,0.0,1.0,7.864764462811165,5,6,0,65.28440742289554,28.88888888888889,27.22222222222222,89,1,29.73
3,3,3,3,4,4,2,4,76.0,31,0.0,0.0,0.0,1.0,0.0,1.0,5.676295422316878,0,1,0,63.729701075513525,27.77777777777778,26.11111111111111,89,9,29.64
5,5,2,1,5,5,1,5,68.0,32,0.0,0.0,0.0,1.0,0.0,1.0,6.426872842434407,1,0,0,64.28368849366038,28.88888888888889,26.11111111111111,84,12,29.7
3,3,1,1,3,3,1,3,53.0,36,1.0,0.0,0.0,0.0,1.0,0.0,7.277519521944598,2,3,2,66.74019129092538,32.22222222222222,22.22222222222222,55,3,29.67
2,3,3,2,3,2,4,2,62.0,33,0.0,0.0,0.0,1.0,1.0,0.0,6.145487604629892,0,1,0,78.40570890995876,30.0,25.0,74,9,29.7
4,4,3,2,5,5,1,5,68.0,33,1.0,0.0,0.0,0.0,1.0,0.0,8.410632053795693,1,1,3,61.190186053225155,32.22222222222222,25.0,66,7,29.67
3,4,3,4,1,2,3,2,59.0,34,1.0,0.0,0.0,0.0,1.0,0.0,6.674581174657979,6,8,4,65.55704726862545,32.77777777777778,23.88888888888889,59,5,29.7
2,2,4,4,2,2,2,3,78.0,31,1.0,0.0,0.0,0.0,1.0,0.0,5.574105052449228,4,4,5,59.686033228443925,32.22222222222222,25.0,66,7,29.67
4,4,3,3,5,5,4,2,61.0,33,0.0,0.0,0.0,1.0,0.0,1.0,6.87577655153488,9,7,2,61.89925114363568,27.22222222222222,26.11111111111111,94,2,29.76
2,3,5,5,4,3,4,3,72.0,32,0.0,0.0,0.0,1.0,0.0,1.0,5.4847783279775895,8,8,3,62.11509644394202,30.0,25.0,74,1,29.73
3,3,5,5,3,4,5,1,55.0,35,0.0,0.0,0.0,1.0,0.0,1.0,5.995501093914803,9,10,1,68.84251979395616,30.0,26.11111111111111,79,1,29.73
2,2,5,5,1,1,5,1,79.0,31,0.0,0.0,0.0,1.0,1.0,0.0,5.643426733089695,11,7,2,58.89815484729226,32.77777777777778,23.88888888888889,59,6,29.73
4,3,4,4,1,2,3,3,50.0,37,0.0,0.0,0.0,1.0,1.0,0.0,5.890568693022418,3,6,4,68.22255436052781,32.77777777777778,23.88888888888889,59,7,29.7
3,3,2,2,4,4,2,4,75.0,31,0.0,0.0,0.0,1.0,0.0,1.0,6.500711276745419,6,3,1,72.6636145876465,30.0,26.11111111111111,79,5,29.76
3,3,3,3,3,3,2,3,75.0,32,0.0,0.0,0.0,1.0,0.0,1.0,6.8350110521422645,12,4,6,63.78787580720898,28.88888888888889,26.11111111111111,84,1,29.73
3,2,5,5,2,1,5,1,79.0,31,0.0,0.0,1.0,0.0,0.0,1.0,6.9197071907894525,12,14,1,79.1705795473077,31.11111111111111,25.0,70,12,29.64
3,3,5,5,2,2,4,2,69.0,33,0.0,0.0,1.0,0.0,0.0,1.0,6.986278427652821,16,6,0,62.10428838795735,31.11111111111111,25.0,70,12,29.61
2,2,4,4,3,3,4,3,78.0,31,0.0,0.0,0.0,1.0,0.0,1.0,6.23432907639552,4,7,0,68.03691548545532,27.77777777777778,26.11111111111111,89,5,29.7
4,4,2,2,3,3,3,3,88.0,28,0.0,0.0,0.0,1.0,0.0,1.0,6.814369445451418,3,4,0,58.621798873523254,28.88888888888889,26.11111111111111,84,0,29.73
4,1,3,4,3,3,4,3,59.0,34,1.0,0.0,0.0,0.0,1.0,0.0,7.045490117343747,1,0,0,81.54753425755811,31.11111111111111,25.0,70,7,29.7
2,2,4,4,2,3,2,3,63.0,34,0.0,0.0,0.0,1.0,0.0,1.0,5.553056288772904,10,7,2,65.4334104424706,28.88888888888889,27.22222222222222,89,6,29.73
2,2,3,3,3,3,2,1,78.0,31,1.0,0.0,0.0,0.0,1.0,0.0,5.574105052449228,2,1,11,58.98448171644719,32.22222222222222,25.0,66,7,29.67
2,4,4,4,3,4,3,3,73.0,32,0.0,0.0,0.0,1.0,1.0,0.0,5.609591253256909,3,4,2,59.19285364459964,31.11111111111111,25.0,70,1,29.73
3,3,2,2,3,4,2,4,49.0,37,1.0,0.0,0.0,0.0,1.0,0.0,5.7365276080147565,1,0,4,69.91256923623148,27.77777777777778,26.11111111111111,89,8,29.73
4,4,3,3,4,4,2,4,74.0,32,0.0,0.0,0.0,1.0,0.0,1.0,5.537689510958655,1,0,0,68.36369104417085,27.77777777777778,26.11111111111111,89,9,29.64
3,3,3,3,5,4,3,3,81.0,30,0.0,0.0,1.0,0.0,0.0,1.0,8.314420356034804,5,3,4,72.15932416111902,31.11111111111111,25.0,70,7,29.64
2,2,3,3,2,2,3,2,78.0,31,1.0,0.0,0.0,0.0,1.0,0.0,7.140344541456088,6,5,2,55.47039070605351,32.77777777777778,23.88888888888889,59,6,29.73
4,4,1,1,5,5,1,5,68.0,33,1.0,0.0,0.0,0.0,1.0,0.0,8.410632053795693,0,0,0,56.245660625683726,32.22222222222222,25.0,66,7,29.67
3,3,2,2,4,4,2,4,66.0,33,0.0,0.0,0.0,1.0,0.0,1.0,8.351629912900599,5,3,4,65.69410886890999,31.11111111111111,26.11111111111111,75,2,29.73
3,3,3,3,3,2,3,2,63.0,34,0.0,0.0,0.0,1.0,0.0,1.0,5.553056288772904,6,5,0,55.30680668764987,27.77777777777778,27.22222222222222,94,2,29.73
3,3,3,3,2,2,4,2,85.0,28,1.0,0.0,0.0,0.0,1.0,0.0,6.803496738923102,6,6,2,62.46079017534481,31.11111111111111,25.0,70,7,29.67
1,1,3,3,2,2,4,2,55.0,36,0.0,0.0,0.0,1.0,0.0,1.0,7.398967478187786,3,4,1,65.1983048671365,30.0,26.11111111111111,79,3,29.73
3,4,3,3,2,2,2,3,79.0,31,0.0,0.0,0.0,1.0,1.0,0.0,5.643426733089695,9,7,1,57.57036964328603,32.22222222222222,25.0,66,6,29.73
3,3,2,3,2,1,2,2,87.0,28,0.0,0.0,0.0,1.0,0.0,1.0,6.069051497141363,9,8,1,53.86400215184652,28.88888888888889,26.11111111111111,84,0,29.73
2,2,5,5,2,2,4,1,54.0,36,0.0,0.0,1.0,0.0,0.0,1.0,7.1546814231299285,10,7,0,49.244695349986365,30.0,25.0,74,3,29.64
4,3,1,1,4,4,1,4,61.0,34,0.0,0.0,1.0,0.0,0.0,1.0,6.441126558530581,0,1,4,61.72031997850397,30.0,25.0,74,3,29.64
2,2,1,1,4,4,2,4,66.0,33,0.0,0.0,1.0,0.0,0.0,1.0,6.4227550540211675,3,2,1,79.1525251282023,31.11111111111111,25.0,70,12,29.61
4,5,3,3,4,4,3,3,61.0,34,1.0,0.0,0.0,0.0,1.0,0.0,5.591728527345428,6,6,2,60.31593998982233,32.77777777777778,22.77777777777778,55,5,29.67
4,3,3,2,5,5,1,5,56.0,36,1.0,0.0,0.0,0.0,1.0,0.0,6.4264453796977365,0,0,0,73.28007480245036,32.22222222222222,23.88888888888889,62,8,29.7
3,3,5,5,1,1,5,1,69.0,2,0.0,0.0,0.0,1.0,1.0,0.0,5.568385131810371,11,6,1,63.23477305817773,32.77777777777778,25.0,63,9,29.67
1,4,5,5,3,3,4,2,62.0,33,0.0,0.0,0.0,1.0,0.0,1.0,6.777328015657088,10,8,2,72.02392261470823,30.0,26.11111111111111,79,1,29.73
3,2,2,1,3,3,2,3,79.0,31,0.0,0.0,1.0,0.0,0.0,1.0,6.9197071907894525,6,2,2,70.97731217751054,31.11111111111111,25.0,70,12,29.64
2,2,4,3,3,2,2,2,78.0,31,0.0,0.0,0.0,1.0,0.0,1.0,6.23432907639552,11,9,0,74.48700659107408,27.77777777777778,26.11111111111111,89,5,29.7
3,4,3,2,3,3,2,3,71.0,32,1.0,0.0,0.0,0.0,1.0,0.0,7.123077352594487,0,0,0,82.31777152005913,28.88888888888889,25.0,79,13,29.73
3,2,3,4,2,2,2,2,84.0,29,0.0,0.0,0.0,1.0,1.0,0.0,7.528375544366531,3,0,2,79.07398274977774,32.22222222222222,23.88888888888889,62,5,29.73
2,2,5,4,2,2,4,2,59.0,35,0.0,0.0,1.0,0.0,0.0,1.0,7.147296663196176,12,7,0,51.721681770702716,30.0,25.0,74,10,29.64
3,3,3,3,3,3,4,3,57.0,34,1.0,0.0,0.0,0.0,1.0,0.0,6.133954032124393,2,3,6,71.30346695954903,32.22222222222222,23.88888888888889,62,2,29.7
1,4,4,4,1,2,3,2,48.0,38,0.0,0.0,0.0,1.0,1.0,0.0,6.84334062123617,4,3,0,63.97974189166257,32.77777777777778,23.88888888888889,59,7,29.7
4,4,2,2,5,5,2,5,53.0,36,1.0,0.0,0.0,0.0,1.0,0.0,5.5698732630988665,3,4,3,66.15577446651884,32.77777777777778,23.88888888888889,59,2,29.67
2,2,3,3,3,4,2,2,68.0,33,1.0,0.0,0.0,0.0,1.0,0.0,8.410632053795693,10,9,1,53.040487607613144,32.22222222222222,25.0,66,7,29.67
4,2,3,3,2,2,3,2,66.0,33,0.0,0.0,0.0,1.0,1.0,0.0,5.671906421329672,0,0,0,71.28283540735349,31.11111111111111,23.88888888888889,66,5,29.76
2,2,4,4,2,2,3,3,67.0,32,0.0,0.0,1.0,0.0,0.0,1.0,5.529236365312432,7,3,0,69.51872948706217,31.11111111111111,22.77777777777778,62,6,29.67
1,3,3,3,2,2,4,2,59.0,35,1.0,0.0,0.0,0.0,1.0,0.0,7.811753047275798,0,0,0,73.70954633497351,31.11111111111111,25.0,70,7,29.7
2,2,5,5,1,1,5,1,48.0,38,0.0,0.0,1.0,0.0,0.0,1.0,6.6221570848867275,8,7,2,80.33501629543946,27.77777777777778,23.88888888888889,79,1,29.7
4,3,3,2,1,1,4,1,55.0,37,1.0,0.0,0.0,0.0,1.0,0.0,7.072286491742402,0,0,0,63.64765301453982,32.22222222222222,23.88888888888889,62,8,29.7
2,2,3,3,3,3,2,4,68.0,33,0.0,0.0,1.0,0.0,0.0,1.0,8.32167051329657,1,1,2,44.32148109943285,30.0,25.0,74,8,29.64
2,2,2,2,5,5,1,5,67.0,33,0.0,0.0,1.0,0.0,0.0,1.0,6.4246916304081845,4,3,6,71.81796981322525,30.0,25.0,74,10,29.64
3,3,1,1,5,5,1,5,61.0,34,1.0,0.0,0.0,0.0,1.0,0.0,6.424853336362936,1,1,4,65.86153159005593,33.888888888888886,25.0,59,6,29.7
3,3,3,3,3,3,1,3,54.0,35,1.0,0.0,0.0,0.0,1.0,0.0,7.328148088736002,1,0,0,84.09602114523358,32.22222222222222,25.0,66,7,29.73
4,3,2,2,5,4,2,4,69.0,33,0.0,0.0,1.0,0.0,0.0,1.0,7.247141193587941,11,7,0,75.35037741314113,32.22222222222222,22.22222222222222,55,9,29.64
5,4,3,2,4,4,2,4,73.0,32,0.0,0.0,1.0,0.0,0.0,1.0,6.417553204753022,1,0,0,62.572943149834956,32.22222222222222,25.0,66,14,29.55
4,4,2,2,4,4,1,4,58.0,35,1.0,0.0,0.0,0.0,1.0,0.0,7.772755084451218,2,2,1,58.76681573321329,32.22222222222222,23.88888888888889,62,5,29.73
3,5,3,3,4,4,2,4,62.0,33,0.0,0.0,0.0,1.0,0.0,1.0,6.777328015657088,4,3,3,61.91439056207142,30.0,26.11111111111111,79,1,29.73
5,5,3,2,5,5,1,5,66.0,34,0.0,0.0,0.0,1.0,0.0,1.0,6.422551420106924,0,0,0,79.15136797518508,28.88888888888889,26.11111111111111,84,12,29.7
4,5,5,3,4,3,3,3,49.0,37,0.0,0.0,0.0,1.0,0.0,1.0,7.310848181002816,4,4,5,53.06521536097775,27.77777777777778,26.11111111111111,89,5,29.73
2,4,3,3,5,5,4,1,51.0,36,0.0,0.0,0.0,1.0,0.0,1.0,6.852871438229017,5,4,1,70.71132284032862,26.11111111111111,26.11111111111111,100,3,29.76
5,5,2,5,5,5,2,5,80.0,31,0.0,0.0,0.0,1.0,0.0,1.0,7.979308669739392,1,1,3,56.43751588598897,30.0,26.11111111111111,79,1,29.73
5,4,3,2,5,5,1,5,68.0,33,0.0,0.0,0.0,1.0,0.0,1.0,6.423258613513111,1,0,0,73.39530154787107,28.88888888888889,25.0,79,3,29.79
3,2,3,5,3,2,2,2,68.0,31,0.0,0.0,0.0,1.0,0.0,1.0,6.61273101729244,5,4,0,71.22266338491194,27.77777777777778,25.0,84,2,29.7
5,5,3,3,5,5,2,4,63.0,34,0.0,0.0,1.0,0.0,0.0,1.0,7.048320595099042,1,0,5,64.49837821469771,31.11111111111111,23.88888888888889,66,6,29.61
1,1,2,2,3,3,1,4,60.0,34,1.0,0.0,0.0,0.0,1.0,0.0,7.203266530765332,6,5,2,68.43402562411495,32.22222222222222,23.88888888888889,62,8,29.64
3,2,2,2,4,3,3,3,70.0,31,0.0,0.0,1.0,0.0,0.0,1.0,5.549879850713529,0,0,0,85.9742924452092,31.11111111111111,23.88888888888889,66,9,29.61
3,3,3,3,3,3,2,3,55.0,36,0.0,0.0,0.0,1.0,0.0,1.0,7.398967478187786,11,7,0,74.43858677351399,30.0,26.11111111111111,79,3,29.73
2,2,2,2,2,2,2,2,62.0,34,0.0,0.0,1.0,0.0,0.0,1.0,6.420915291993301,1,5,0,66.63260979274615,31.11111111111111,23.88888888888889,66,9,29.67
4,3,5,5,3,3,2,3,68.0,33,0.0,0.0,0.0,1.0,1.0,0.0,7.2389288226766775,4,4,8,71.57333278244407,32.22222222222222,25.0,66,6,29.73
1,1,5,5,2,2,5,1,70.0,31,0.0,0.0,0.0,1.0,0.0,1.0,7.044258644803701,15,10,1,69.70862183576203,28.88888888888889,25.0,79,8,29.7
2,2,2,2,4,4,2,4,50.0,37,0.0,0.0,1.0,0.0,0.0,1.0,7.119862853459918,4,2,4,64.58895105640761,27.77777777777778,23.88888888888889,79,1,29.7
1,5,2,2,5,5,3,5,73.0,31,0.0,0.0,0.0,1.0,0.0,1.0,6.685125628536721,5,5,1,65.09329325399845,27.77777777777778,26.11111111111111,89,2,29.73
5,4,3,3,5,5,1,5,74.0,32,0.0,0.0,0.0,1.0,0.0,1.0,6.299669861565106,1,0,0,67.24300408349093,28.88888888888889,26.11111111111111,84,8,29.79
1,1,4,4,2,2,3,2,78.0,31,0.0,0.0,0.0,1.0,0.0,1.0,7.2745180207424065,11,9,3,47.35749949670989,30.0,26.11111111111111,79,0,29.73
3,4,1,2,4,4,5,1,50.0,36,0.0,0.0,0.0,1.0,0.0,1.0,6.811247047444727,1,3,2,54.35846388814314,26.11111111111111,26.11111111111111,100,3,29.76
1,1,4,4,1,1,4,1,78.0,31,1.0,0.0,0.0,0.0,1.0,0.0,7.140344541456088,7,7,1,53.015638011457135,32.77777777777778,23.88888888888889,59,6,29.73
2,2,5,5,1,1,5,1,62.0,34,0.0,0.0,1.0,0.0,0.0,1.0,5.5327577214313575,12,11,1,70.42138186310414,31.11111111111111,25.0,70,8,29.67
2,2,3,3,3,3,3,3,70.0,31,0.0,0.0,0.0,1.0,0.0,1.0,7.044258644803701,11,6,2,63.18261618630398,28.88888888888889,25.0,79,8,29.7
3,3,2,4,5,5,5,5,84.0,29,0.0,0.0,1.0,0.0,0.0,1.0,6.316097297289625,3,4,0,74.41417929647184,28.88888888888889,26.11111111111111,84,10,29.67
4,3,3,3,4,4,2,4,70.0,33,0.0,0.0,0.0,1.0,0.0,1.0,3.348564367028672,0,0,0,71.86212345292634,27.77777777777778,25.0,84,5,29.79
3,3,3,3,4,3,3,3,59.0,35,0.0,0.0,1.0,0.0,0.0,1.0,7.874034972264925,6,6,0,75.15539947443816,31.11111111111111,25.0,70,7,29.64
2,3,2,2,3,2,3,2,55.0,35,0.0,0.0,0.0,1.0,1.0,0.0,7.154253018848898,0,0,0,66.51839132014369,31.11111111111111,22.77777777777778,62,5,29.76
3,3,2,2,3,3,2,3,59.0,33,0.0,0.0,1.0,0.0,0.0,1.0,6.965964640839946,9,7,2,60.48149403528408,31.11111111111111,22.77777777777778,62,7,29.64
4,5,2,2,4,4,1,5,66.0,33,0.0,0.0,0.0,1.0,0.0,1.0,7.201964291736032,5,5,4,62.40273599062644,30.0,26.11111111111111,79,3,29.73
2,2,2,2,1,1,4,1,55.0,35,0.0,0.0,1.0,0.0,0.0,1.0,6.6161019973789905,5,6,1,72.90948460651951,31.11111111111111,25.0,70,2,29.61
3,3,3,3,3,3,3,3,60.0,34,1.0,0.0,0.0,0.0,1.0,0.0,6.423341665630027,5,4,2,68.94004893374907,32.22222222222222,23.88888888888889,62,2,29.7
2,3,5,5,2,2,2,2,88.0,28,0.0,0.0,0.0,1.0,0.0,1.0,5.565722894430606,10,9,1,52.8538280988714,28.88888888888889,26.11111111111111,84,0,29.73
3,3,3,3,2,4,3,3,49.0,36,0.0,0.0,0.0,1.0,1.0,0.0,7.807527989011134,2,1,4,73.31576311218211,32.22222222222222,23.88888888888889,62,5,29.73
2,5,2,1,3,3,2,3,66.0,33,0.0,0.0,0.0,1.0,0.0,1.0,7.14704144668172,0,0,0,66.82140493131935,31.11111111111111,26.11111111111111,75,10,29.7
