hum,tem,part_of_day_Afternoon,part_of_day_Evening,part_of_day_Morning,Not rush hour,Rush hour,distance_to_airport,Temperature,Dew Point,Humidity,Wind Speed,Pressure
22.66,29.43,0.0,0.0,1.0,1.0,0.0,4.2876044185655156,18.88888888888889,7.222222222222222,46,3,29.84
22.29,29.98,0.0,0.0,1.0,1.0,0.0,4.431385650293178,18.88888888888889,7.222222222222222,46,3,29.84
23.72,30.99,1.0,0.0,0.0,1.0,0.0,4.497872218720725,17.77777777777778,7.777777777777778,52,13,30.17
24.88,29.36,0.0,1.0,0.0,0.0,1.0,2.459214720742474,11.11111111111111,1.1111111111111112,50,7,30.14
25.94,20.31,1.0,0.0,0.0,1.0,0.0,7.214453772898274,12.222222222222221,1.1111111111111112,47,13,29.99
22.13,19.1,1.0,0.0,0.0,1.0,0.0,4.676702618459696,11.11111111111111,0.0,47,9,30.17
24.87,20.86,0.0,0.0,1.0,1.0,0.0,4.357667590703572,11.11111111111111,2.7777777777777777,58,14,30.02
22.02,20.35,1.0,0.0,0.0,1.0,0.0,1.0461736007681035,11.11111111111111,1.1111111111111112,50,8,30.14
18.49,21.92,1.0,0.0,0.0,1.0,0.0,1.306086163493176,11.11111111111111,1.1111111111111112,50,8,30.14
26.4,19.78,1.0,0.0,0.0,1.0,0.0,7.806273822420807,12.222222222222221,1.1111111111111112,47,14,29.99
12.13,28.02,1.0,0.0,0.0,1.0,0.0,2.2872623946788155,10.0,0.0,50,7,30.17
25.74,30.33,1.0,0.0,0.0,1.0,0.0,5.664258933194781,20.0,5.0,37,5,29.84
33.97,27.83,1.0,0.0,0.0,1.0,0.0,7.449320504726532,21.11111111111111,7.222222222222222,40,10,29.81
29.5,17.76,1.0,0.0,0.0,1.0,0.0,8.672203393457018,12.222222222222221,1.1111111111111112,47,16,30.02
25.58,31.69,1.0,0.0,0.0,1.0,0.0,2.488342944430258,11.11111111111111,1.1111111111111112,50,8,30.14
27.05,28.82,1.0,0.0,0.0,1.0,0.0,6.252418474365357,21.11111111111111,7.222222222222222,40,6,29.84
18.18,30.76,1.0,0.0,0.0,1.0,0.0,7.696233173390441,17.77777777777778,7.777777777777778,52,10,30.23
23.95,29.73,1.0,0.0,0.0,1.0,0.0,4.28771536809394,17.77777777777778,7.222222222222222,49,7,30.23
30.09,17.37,1.0,0.0,0.0,1.0,0.0,8.774466325639422,12.222222222222221,1.1111111111111112,47,16,30.02
21.47,20.4,1.0,0.0,0.0,1.0,0.0,1.7032895232007952,11.11111111111111,1.1111111111111112,50,13,30.17
26.16,29.16,1.0,0.0,0.0,1.0,0.0,3.9959670038900263,17.77777777777778,7.777777777777778,52,10,30.2
32.8,17.97,1.0,0.0,0.0,1.0,0.0,6.6040721084834715,12.222222222222221,2.2222222222222223,51,13,30.02
29.16,30.86,1.0,0.0,0.0,1.0,0.0,8.83087447485749,20.0,7.777777777777778,46,14,29.78
29.75,28.8,1.0,0.0,0.0,1.0,0.0,2.5664995232808505,17.77777777777778,7.222222222222222,49,7,30.23
33.11,24.35,1.0,0.0,0.0,1.0,0.0,4.28771536809394,17.77777777777778,7.222222222222222,49,7,30.23
21.89,36.14,1.0,0.0,0.0,1.0,0.0,4.330970917613383,17.22222222222222,7.222222222222222,52,13,30.17
31.6,17.89,0.0,0.0,1.0,1.0,0.0,5.432234713850049,11.11111111111111,2.2222222222222223,54,15,30.02
19.06,32.35,0.0,1.0,0.0,0.0,1.0,4.299311014378476,12.222222222222221,-1.1111111111111112,41,16,29.99
21.75,28.9,1.0,0.0,0.0,1.0,0.0,4.168903729749671,17.77777777777778,7.222222222222222,49,9,30.2
23.14,27.69,1.0,0.0,0.0,1.0,0.0,8.573732055463744,17.77777777777778,7.222222222222222,49,9,30.2
19.53,23.8,1.0,0.0,0.0,1.0,0.0,6.342471107931381,11.11111111111111,0.0,47,9,30.17
19.51,31.21,0.0,0.0,1.0,1.0,0.0,4.427623168956896,18.88888888888889,7.222222222222222,46,3,29.84
33.04,29.9,1.0,0.0,0.0,1.0,0.0,8.300077811911152,20.0,10.0,52,14,29.78
29.83,26.33,1.0,0.0,0.0,1.0,0.0,2.4479731063093513,10.0,0.0,50,10,30.17
19.23,23.07,1.0,0.0,0.0,1.0,0.0,9.815966751368087,11.11111111111111,0.0,47,12,30.14
17.29,25.54,1.0,0.0,0.0,1.0,0.0,4.29728289847146,11.11111111111111,0.0,47,12,30.14
28.41,26.83,1.0,0.0,0.0,1.0,0.0,1.3013514582076087,17.77777777777778,7.777777777777778,52,10,30.2
18.24,32.11,1.0,0.0,0.0,1.0,0.0,4.28771536809394,17.77777777777778,7.777777777777778,52,13,30.17
32.77,17.19,1.0,0.0,0.0,1.0,0.0,8.833040571109736,12.222222222222221,1.1111111111111112,47,16,30.02
29.33,30.07,1.0,0.0,0.0,1.0,0.0,7.131902315449409,20.0,7.777777777777778,46,14,29.78
15.63,31.28,1.0,0.0,0.0,1.0,0.0,5.17182816517049,11.11111111111111,1.1111111111111112,50,14,30.02
36.46,29.16,1.0,0.0,0.0,1.0,0.0,8.300077811911152,20.0,10.0,52,14,29.78
24.13,24.51,1.0,0.0,0.0,1.0,0.0,5.522276788009226,11.11111111111111,1.1111111111111112,50,14,30.02
14.54,26.75,1.0,0.0,0.0,1.0,0.0,6.790680632829777,11.11111111111111,0.0,47,12,30.14
17.18,24.14,1.0,0.0,0.0,1.0,0.0,4.424793301471229,11.11111111111111,0.0,47,9,30.17
27.93,29.32,1.0,0.0,0.0,1.0,0.0,1.2423519886582932,17.77777777777778,7.777777777777778,52,15,30.17
25.79,28.97,1.0,0.0,0.0,1.0,0.0,6.288321110357986,20.0,5.0,37,5,29.84
26.71,19.82,0.0,0.0,1.0,1.0,0.0,4.428993432797226,11.11111111111111,2.2222222222222223,54,15,30.02
8.97,30.84,1.0,0.0,0.0,1.0,0.0,6.553406518364851,10.0,0.0,50,7,30.17
27.62,16.5,1.0,0.0,0.0,1.0,0.0,4.557300749022975,11.11111111111111,0.0,47,9,30.17
25.31,33.17,1.0,0.0,0.0,1.0,0.0,2.001751562154372,17.77777777777778,7.777777777777778,52,13,30.17
26.7,19.47,1.0,0.0,0.0,1.0,0.0,8.196716639724427,12.222222222222221,0.0,44,17,30.02
32.58,27.93,0.0,0.0,1.0,1.0,0.0,4.300105722897247,17.77777777777778,7.222222222222222,49,5,29.87
23.88,29.2,0.0,0.0,1.0,0.0,1.0,4.265788710189831,7.777777777777778,6.111111111111111,87,2,30.02
21.84,27.75,1.0,0.0,0.0,1.0,0.0,6.581777941760232,12.222222222222221,1.1111111111111112,47,13,29.99
26.35,29.22,1.0,0.0,0.0,1.0,0.0,2.0762613257701727,11.11111111111111,1.1111111111111112,50,8,30.14
21.98,20.23,1.0,0.0,0.0,1.0,0.0,8.723809767521008,11.11111111111111,0.0,47,9,30.17
16.23,33.63,0.0,1.0,0.0,0.0,1.0,4.299311014378476,12.222222222222221,-1.1111111111111112,41,16,29.99
23.43,28.08,1.0,0.0,0.0,1.0,0.0,8.34187415557738,17.77777777777778,7.777777777777778,52,15,30.17
27.39,18.75,1.0,0.0,0.0,1.0,0.0,8.835173770801568,12.222222222222221,0.0,44,12,30.17
40.16,25.6,1.0,0.0,0.0,1.0,0.0,7.694652614517689,20.0,7.777777777777778,46,14,29.78
29.14,18.43,0.0,0.0,1.0,1.0,0.0,4.738570546206996,11.11111111111111,2.2222222222222223,54,15,30.02
24.47,31.01,1.0,0.0,0.0,1.0,0.0,4.158911687356649,17.22222222222222,7.222222222222222,52,13,30.17
26.04,19.09,1.0,0.0,0.0,1.0,0.0,7.267638056809976,12.222222222222221,1.1111111111111112,47,14,29.99
26.05,29.25,0.0,0.0,1.0,1.0,0.0,4.299311014378476,10.0,2.2222222222222223,58,13,30.02
12.15,29.05,1.0,0.0,0.0,1.0,0.0,2.4459361613109154,11.11111111111111,1.1111111111111112,50,8,30.14
17.74,24.22,1.0,0.0,0.0,1.0,0.0,4.37986200517136,11.11111111111111,1.1111111111111112,50,13,30.17
24.67,28.42,1.0,0.0,0.0,1.0,0.0,4.28771536809394,17.77777777777778,7.777777777777778,52,13,30.17
23.13,27.85,1.0,0.0,0.0,1.0,0.0,1.317255997846471,17.77777777777778,7.777777777777778,52,15,30.17
22.76,29.58,1.0,0.0,0.0,1.0,0.0,2.4398955204658472,10.0,0.0,50,10,30.17
22.09,29.38,1.0,0.0,0.0,1.0,0.0,6.566968043417604,17.77777777777778,7.777777777777778,52,10,30.23
25.29,19.53,1.0,0.0,0.0,1.0,0.0,9.855769279712405,11.11111111111111,0.0,47,12,30.14
20.93,26.91,1.0,0.0,0.0,1.0,0.0,6.7975134018787084,11.11111111111111,0.0,47,12,30.14
19.65,22.0,0.0,1.0,0.0,0.0,1.0,0.7491250746004526,11.11111111111111,1.1111111111111112,50,7,30.14
29.89,17.48,1.0,0.0,0.0,1.0,0.0,8.637929874267696,12.222222222222221,1.1111111111111112,47,16,30.02
19.49,28.57,1.0,0.0,0.0,1.0,0.0,4.380174682573826,10.0,0.0,50,7,30.17
22.8,21.67,1.0,0.0,0.0,1.0,0.0,6.587440998827098,12.222222222222221,1.1111111111111112,47,14,29.99
19.68,23.73,1.0,0.0,0.0,1.0,0.0,4.3574702649482315,10.0,0.0,50,7,30.17
27.41,31.01,1.0,0.0,0.0,1.0,0.0,4.300105722897247,20.0,10.0,52,13,29.78
20.87,28.41,0.0,1.0,0.0,0.0,1.0,2.5553587044378094,11.11111111111111,1.1111111111111112,50,7,30.14
19.29,29.05,1.0,0.0,0.0,1.0,0.0,4.083570696629296,12.222222222222221,-2.2222222222222223,38,15,30.02
16.52,31.41,1.0,0.0,0.0,1.0,0.0,7.722989275765838,17.77777777777778,7.777777777777778,52,10,30.23
28.14,17.31,1.0,0.0,0.0,1.0,0.0,8.75645951426892,12.222222222222221,1.1111111111111112,47,16,30.02
27.1,19.98,0.0,0.0,1.0,1.0,0.0,4.342389909712477,11.11111111111111,2.7777777777777777,58,14,30.02
16.12,27.3,0.0,1.0,0.0,0.0,1.0,2.4853798324885723,11.11111111111111,1.1111111111111112,50,7,30.14
22.1,23.55,1.0,0.0,0.0,1.0,0.0,5.4997848617308955,12.222222222222221,1.1111111111111112,47,13,29.99
17.07,30.33,1.0,0.0,0.0,1.0,0.0,8.059627530140503,17.77777777777778,7.222222222222222,49,9,30.2
28.97,21.62,1.0,0.0,0.0,1.0,0.0,5.957112389491585,11.11111111111111,1.1111111111111112,50,14,30.02
28.11,23.46,1.0,0.0,0.0,1.0,0.0,4.4687889008548005,17.77777777777778,7.777777777777778,52,10,30.23
34.9,15.45,1.0,0.0,0.0,1.0,0.0,8.831883187465944,12.222222222222221,1.1111111111111112,47,16,30.02
26.08,25.62,1.0,0.0,0.0,1.0,0.0,8.825525300619312,17.77777777777778,7.222222222222222,49,9,30.2
19.46,30.66,1.0,0.0,0.0,1.0,0.0,2.4900445111865324,10.0,0.0,50,10,30.17
23.7,29.24,1.0,0.0,0.0,1.0,0.0,4.653465318001605,20.0,5.0,37,5,29.84
26.3,18.38,1.0,0.0,0.0,1.0,0.0,8.359665273480006,12.222222222222221,1.1111111111111112,47,16,30.02
37.69,22.35,1.0,0.0,0.0,1.0,0.0,8.275296705927174,17.77777777777778,7.222222222222222,49,9,30.2
27.95,17.31,1.0,0.0,0.0,1.0,0.0,0.871232059467628,11.11111111111111,1.1111111111111112,50,8,30.14
25.2,18.72,0.0,1.0,0.0,0.0,1.0,0.8869097677136623,11.11111111111111,1.1111111111111112,50,7,30.14
25.6,29.25,0.0,0.0,1.0,0.0,1.0,4.299311014378476,7.777777777777778,6.111111111111111,87,2,30.02
29.36,25.64,1.0,0.0,0.0,1.0,0.0,8.628756117514351,17.77777777777778,7.777777777777778,52,10,30.2
29.58,26.84,0.0,0.0,1.0,0.0,1.0,4.265788710189831,7.777777777777778,6.111111111111111,87,3,30.02
28.74,28.09,0.0,0.0,1.0,1.0,0.0,4.265788710189831,10.0,2.2222222222222223,58,13,30.02
28.15,27.16,1.0,0.0,0.0,1.0,0.0,6.748596405663412,21.11111111111111,7.222222222222222,40,10,29.81
22.41,29.64,0.0,0.0,1.0,1.0,0.0,4.4007643582041265,18.88888888888889,7.222222222222222,46,3,29.84
30.05,17.53,1.0,0.0,0.0,1.0,0.0,8.201874458782175,11.11111111111111,1.1111111111111112,50,13,30.17
18.74,35.76,1.0,0.0,0.0,1.0,0.0,6.549634953392846,21.11111111111111,7.777777777777778,43,9,29.81
28.27,25.16,1.0,0.0,0.0,1.0,0.0,8.3789146668577,17.77777777777778,7.777777777777778,52,15,30.17
24.36,19.8,1.0,0.0,0.0,1.0,0.0,8.153767998722385,11.11111111111111,1.1111111111111112,50,13,30.17
23.76,28.0,1.0,0.0,0.0,1.0,0.0,8.613969668392372,17.77777777777778,7.777777777777778,52,10,30.2
19.62,33.39,1.0,0.0,0.0,1.0,0.0,6.528720540940366,21.11111111111111,7.222222222222222,40,6,29.84
26.44,27.16,1.0,0.0,0.0,1.0,0.0,8.54426342961178,17.77777777777778,7.777777777777778,52,13,30.17
27.12,26.54,0.0,0.0,1.0,1.0,0.0,5.527412098679731,20.0,6.111111111111111,40,5,29.84
28.23,27.28,1.0,0.0,0.0,1.0,0.0,4.122134548739963,17.77777777777778,7.222222222222222,49,9,30.2
20.26,31.57,1.0,0.0,0.0,1.0,0.0,4.299311014378476,12.222222222222221,-2.2222222222222223,38,15,30.02
29.66,14.83,1.0,0.0,0.0,1.0,0.0,8.59432190084497,11.11111111111111,1.1111111111111112,50,13,30.17
27.84,19.71,1.0,0.0,0.0,1.0,0.0,7.403318657009694,12.222222222222221,0.0,44,17,30.02
15.77,27.13,1.0,0.0,0.0,1.0,0.0,4.3124583700195185,10.0,0.0,50,7,30.17
18.31,32.77,1.0,0.0,0.0,1.0,0.0,4.28771536809394,17.77777777777778,7.777777777777778,52,13,30.17
28.8,27.81,1.0,0.0,0.0,1.0,0.0,4.28771536809394,17.77777777777778,7.222222222222222,49,7,30.23
19.82,21.92,0.0,1.0,0.0,0.0,1.0,0.8818477051659988,11.11111111111111,1.1111111111111112,50,7,30.14
36.96,23.16,1.0,0.0,0.0,1.0,0.0,8.209902342549647,17.77777777777778,7.222222222222222,49,9,30.2
27.42,17.24,1.0,0.0,0.0,1.0,0.0,8.292758790789303,11.11111111111111,0.0,47,9,30.17
22.64,29.93,1.0,0.0,0.0,1.0,0.0,5.187922193791792,12.222222222222221,2.2222222222222223,51,13,30.02
23.94,29.5,0.0,0.0,1.0,1.0,0.0,4.280788675632088,17.77777777777778,7.222222222222222,49,5,29.87
27.92,30.94,1.0,0.0,0.0,1.0,0.0,5.532762961666477,21.11111111111111,7.777777777777778,43,9,29.81
36.84,31.31,1.0,0.0,0.0,1.0,0.0,7.691077564132018,20.0,10.0,52,14,29.78
27.42,19.15,0.0,0.0,1.0,1.0,0.0,4.396505678058377,11.11111111111111,2.2222222222222223,54,15,30.02
16.77,33.5,0.0,1.0,0.0,0.0,1.0,4.299311014378476,12.222222222222221,-1.1111111111111112,41,16,29.99
18.98,30.18,1.0,0.0,0.0,1.0,0.0,7.714193351374544,17.77777777777778,7.222222222222222,49,9,30.2
18.55,29.33,1.0,0.0,0.0,1.0,0.0,4.299311014378476,12.222222222222221,-2.2222222222222223,38,15,30.02
20.83,30.47,1.0,0.0,0.0,1.0,0.0,4.299311014378476,12.222222222222221,-2.2222222222222223,38,15,30.02
20.06,22.87,1.0,0.0,0.0,1.0,0.0,5.928671757961755,11.11111111111111,0.0,47,9,30.17
35.29,25.05,0.0,0.0,1.0,1.0,0.0,4.28771536809394,17.22222222222222,7.222222222222222,52,3,30.23
22.09,31.2,1.0,0.0,0.0,1.0,0.0,6.414675712764504,21.11111111111111,7.222222222222222,40,6,29.84
21.55,20.97,1.0,0.0,0.0,1.0,0.0,1.4441250434515547,11.11111111111111,0.0,47,12,30.14
25.27,20.2,1.0,0.0,0.0,1.0,0.0,8.546372068644867,11.11111111111111,0.0,47,12,30.14
26.06,18.73,0.0,1.0,0.0,0.0,1.0,0.8316201024970922,11.11111111111111,1.1111111111111112,50,7,30.14
42.31,24.36,1.0,0.0,0.0,1.0,0.0,8.707242217272864,20.0,10.0,52,14,29.78
26.09,26.43,0.0,0.0,1.0,1.0,0.0,5.172108937787931,20.0,6.111111111111111,40,5,29.84
17.08,34.6,1.0,0.0,0.0,1.0,0.0,4.28771536809394,17.22222222222222,7.222222222222222,52,13,30.17
26.39,26.91,0.0,0.0,1.0,0.0,1.0,4.299311014378476,8.88888888888889,5.0,76,14,30.02
33.43,27.87,1.0,0.0,0.0,1.0,0.0,8.637088592143364,20.0,10.0,52,14,29.78
29.44,26.78,1.0,0.0,0.0,1.0,0.0,4.293778207539303,17.77777777777778,7.222222222222222,49,7,30.23
22.52,21.43,1.0,0.0,0.0,1.0,0.0,8.439240544974252,11.11111111111111,1.1111111111111112,50,13,30.17
26.0,28.01,1.0,0.0,0.0,1.0,0.0,2.480654442336141,11.11111111111111,1.1111111111111112,50,8,30.14
23.01,20.77,1.0,0.0,0.0,1.0,0.0,6.525881526287238,12.222222222222221,0.0,44,12,30.17
28.58,18.67,0.0,0.0,1.0,1.0,0.0,4.360037311882195,11.11111111111111,2.7777777777777777,58,14,30.02
23.45,29.06,1.0,0.0,0.0,1.0,0.0,8.324884731592219,17.77777777777778,7.777777777777778,52,10,30.2
19.11,21.36,1.0,0.0,0.0,1.0,0.0,1.411782943287533,11.11111111111111,1.1111111111111112,50,13,30.17
13.58,27.78,1.0,0.0,0.0,1.0,0.0,2.300984896454462,10.0,0.0,50,10,30.17
19.79,22.22,1.0,0.0,0.0,1.0,0.0,5.9341770773323965,11.11111111111111,0.0,47,9,30.17
26.59,19.91,1.0,0.0,0.0,1.0,0.0,7.060511552870598,12.222222222222221,0.0,44,17,30.02
26.75,18.58,1.0,0.0,0.0,1.0,0.0,7.172474617171413,12.222222222222221,1.1111111111111112,47,14,29.99
25.25,20.37,1.0,0.0,0.0,1.0,0.0,5.106907871071797,11.11111111111111,1.1111111111111112,50,14,30.02
17.11,31.31,1.0,0.0,0.0,1.0,0.0,7.690898010098578,17.77777777777778,7.777777777777778,52,10,30.23
30.87,17.41,1.0,0.0,0.0,1.0,0.0,5.912983494166272,11.11111111111111,1.1111111111111112,50,14,30.02
23.25,29.63,0.0,1.0,0.0,0.0,1.0,2.4504140856702814,11.11111111111111,1.1111111111111112,50,7,30.14
19.91,22.63,1.0,0.0,0.0,1.0,0.0,6.603029838428434,11.11111111111111,1.1111111111111112,50,8,30.14
28.62,28.92,1.0,0.0,0.0,1.0,0.0,7.011185330983967,21.11111111111111,7.222222222222222,40,10,29.81
21.54,20.52,1.0,0.0,0.0,1.0,0.0,1.0039456023556708,11.11111111111111,1.1111111111111112,50,8,30.14
24.58,29.8,0.0,0.0,1.0,0.0,1.0,4.299311014378476,7.777777777777778,6.111111111111111,87,2,30.02
20.15,30.95,1.0,0.0,0.0,1.0,0.0,8.149870325591843,17.77777777777778,7.777777777777778,52,10,30.23
32.22,19.12,1.0,0.0,0.0,1.0,0.0,8.441388373900812,12.222222222222221,0.0,44,16,30.02
28.2,26.66,1.0,0.0,0.0,1.0,0.0,2.4479731063093513,10.0,0.0,50,10,30.17
26.94,20.38,1.0,0.0,0.0,1.0,0.0,5.67959982285714,11.11111111111111,1.1111111111111112,50,14,30.02
19.33,23.44,1.0,0.0,0.0,1.0,0.0,4.042071085592955,12.222222222222221,0.0,44,12,30.17
28.31,19.51,1.0,0.0,0.0,1.0,0.0,5.51434583486799,12.222222222222221,2.2222222222222223,51,13,30.02
16.17,33.58,0.0,1.0,0.0,0.0,1.0,4.299311014378476,12.222222222222221,-1.1111111111111112,41,16,29.99
9.01,32.01,1.0,0.0,0.0,1.0,0.0,0.6196577169991022,10.0,0.0,50,7,30.17
15.49,28.43,0.0,1.0,0.0,0.0,1.0,2.484296912352151,11.11111111111111,1.1111111111111112,50,7,30.14
11.22,28.24,1.0,0.0,0.0,1.0,0.0,0.47947917006745017,10.0,0.0,50,7,30.17
26.76,19.88,0.0,0.0,1.0,1.0,0.0,4.389444777178927,11.11111111111111,2.7777777777777777,58,14,30.02
24.55,31.92,1.0,0.0,0.0,1.0,0.0,6.263138708197698,21.11111111111111,7.222222222222222,40,10,29.81
36.24,22.45,1.0,0.0,0.0,1.0,0.0,8.604765276008116,17.77777777777778,7.777777777777778,52,10,30.2
39.6,25.34,1.0,0.0,0.0,1.0,0.0,8.694400426395942,20.0,10.0,52,14,29.78
25.58,18.78,1.0,0.0,0.0,1.0,0.0,1.2262082454252712,11.11111111111111,0.0,47,9,30.17
11.96,29.04,1.0,0.0,0.0,1.0,0.0,6.559601536470483,10.0,0.0,50,7,30.17
16.96,26.72,0.0,1.0,0.0,0.0,1.0,2.489007784908562,11.11111111111111,1.1111111111111112,50,7,30.14
26.12,21.45,1.0,0.0,0.0,1.0,0.0,6.528191522173108,12.222222222222221,0.0,44,17,30.02
11.0,29.79,1.0,0.0,0.0,1.0,0.0,6.553406518364851,10.0,0.0,50,7,30.17
28.17,19.68,0.0,0.0,1.0,1.0,0.0,4.408856369186366,11.11111111111111,2.7777777777777777,58,14,30.02
19.52,27.64,0.0,1.0,0.0,0.0,1.0,2.4828948896208174,11.11111111111111,1.1111111111111112,50,7,30.14
25.14,19.24,1.0,0.0,0.0,1.0,0.0,8.346598423248315,12.222222222222221,1.1111111111111112,47,16,30.02
23.54,30.52,1.0,0.0,0.0,1.0,0.0,4.25842578343285,17.77777777777778,7.222222222222222,49,7,30.23
22.14,27.92,1.0,0.0,0.0,1.0,0.0,1.3665530686471425,17.77777777777778,7.222222222222222,49,9,30.2
31.21,24.25,1.0,0.0,0.0,1.0,0.0,8.81041827566496,17.77777777777778,7.777777777777778,52,10,30.2
24.51,23.68,1.0,0.0,0.0,1.0,0.0,5.137717407171312,12.222222222222221,2.2222222222222223,51,13,30.02
29.01,28.08,0.0,0.0,1.0,1.0,0.0,4.265788710189831,10.0,2.2222222222222223,58,13,30.02
26.3,29.99,1.0,0.0,0.0,1.0,0.0,5.72146888768934,21.11111111111111,7.222222222222222,40,10,29.81
28.79,33.88,1.0,0.0,0.0,1.0,0.0,5.796865794872983,20.0,10.0,52,13,29.78
21.65,30.35,0.0,0.0,1.0,1.0,0.0,4.428014771303181,18.88888888888889,7.222222222222222,46,3,29.84
25.13,25.57,1.0,0.0,0.0,1.0,0.0,8.65228984853155,17.77777777777778,7.777777777777778,52,10,30.23
25.87,26.42,1.0,0.0,0.0,1.0,0.0,1.0592707269990387,17.77777777777778,7.777777777777778,52,15,30.17
26.25,18.64,1.0,0.0,0.0,1.0,0.0,6.538778414720727,12.222222222222221,0.0,44,12,30.17
27.07,19.85,1.0,0.0,0.0,1.0,0.0,8.432184446031615,12.222222222222221,0.0,44,17,30.02
19.84,29.34,1.0,0.0,0.0,1.0,0.0,8.350725827690987,17.77777777777778,7.222222222222222,49,9,30.2
18.73,32.47,0.0,0.0,1.0,1.0,0.0,4.247102834864872,18.88888888888889,7.222222222222222,46,3,29.84
17.71,23.84,1.0,0.0,0.0,1.0,0.0,1.7032895232007952,11.11111111111111,1.1111111111111112,50,13,30.17
28.82,25.39,1.0,0.0,0.0,1.0,0.0,4.366330923050777,17.77777777777778,7.222222222222222,49,7,30.23
27.99,18.32,1.0,0.0,0.0,1.0,0.0,8.242123285403244,12.222222222222221,0.0,44,17,30.02
19.55,22.04,1.0,0.0,0.0,1.0,0.0,1.0176245240107409,11.11111111111111,0.0,47,9,30.17
20.72,27.92,1.0,0.0,0.0,1.0,0.0,8.469091026986643,17.77777777777778,7.222222222222222,49,9,30.2
28.12,28.2,1.0,0.0,0.0,1.0,0.0,6.27038610273532,20.0,5.0,37,5,29.84
23.53,29.62,1.0,0.0,0.0,1.0,0.0,6.533088083993757,21.11111111111111,7.777777777777778,43,9,29.81
37.87,22.64,1.0,0.0,0.0,1.0,0.0,8.586210719951168,17.77777777777778,7.222222222222222,49,9,30.2
29.14,20.83,1.0,0.0,0.0,1.0,0.0,6.737339128015257,12.222222222222221,1.1111111111111112,47,13,29.99
24.01,27.28,1.0,0.0,0.0,1.0,0.0,6.587718143471933,17.77777777777778,7.222222222222222,49,9,30.2
24.77,28.73,1.0,0.0,0.0,1.0,0.0,2.4482082100182256,10.0,0.0,50,10,30.17
18.4,21.95,1.0,0.0,0.0,1.0,0.0,6.699352623845857,12.222222222222221,0.0,44,12,30.17
28.14,27.58,1.0,0.0,0.0,1.0,0.0,8.570903265670491,17.77777777777778,7.777777777777778,52,15,30.17
14.92,33.55,1.0,0.0,0.0,1.0,0.0,1.1475002420921236,17.77777777777778,7.777777777777778,52,10,30.23
12.9,28.28,1.0,0.0,0.0,1.0,0.0,4.37169083307886,10.0,0.0,50,7,30.17
24.45,29.36,0.0,0.0,1.0,0.0,1.0,4.299311014378476,7.777777777777778,6.111111111111111,87,2,30.02
26.07,25.72,1.0,0.0,0.0,1.0,0.0,2.489680177588948,10.0,0.0,50,10,30.17
26.77,31.41,0.0,0.0,1.0,1.0,0.0,4.299311014378476,10.0,2.2222222222222223,58,13,30.02
21.52,30.36,1.0,0.0,0.0,1.0,0.0,6.4930929462792335,21.11111111111111,7.222222222222222,40,10,29.81
22.08,30.13,0.0,0.0,1.0,1.0,0.0,4.42716398845785,18.88888888888889,7.222222222222222,46,3,29.84
20.95,32.06,0.0,0.0,1.0,0.0,1.0,4.299311014378476,8.88888888888889,5.0,76,14,30.02
23.71,20.82,1.0,0.0,0.0,1.0,0.0,7.727256351098024,11.11111111111111,0.0,47,9,30.17
10.66,32.16,0.0,1.0,0.0,0.0,1.0,2.4796631668058517,11.11111111111111,1.1111111111111112,50,7,30.14
24.94,33.71,1.0,0.0,0.0,1.0,0.0,6.260845684428281,21.11111111111111,7.222222222222222,40,10,29.81
31.55,24.91,1.0,0.0,0.0,1.0,0.0,6.541295064802098,20.0,5.0,37,5,29.84
23.81,31.19,1.0,0.0,0.0,1.0,0.0,1.5696855563344994,10.0,0.0,50,7,30.17
20.36,31.84,0.0,0.0,1.0,1.0,0.0,4.4007643582041265,18.88888888888889,7.222222222222222,46,3,29.84
22.75,26.58,1.0,0.0,0.0,1.0,0.0,8.750545142559796,17.77777777777778,7.222222222222222,49,9,30.2
29.66,26.79,1.0,0.0,0.0,1.0,0.0,8.548171918596493,17.77777777777778,7.222222222222222,49,9,30.2
33.77,23.01,1.0,0.0,0.0,1.0,0.0,8.547804569700133,17.77777777777778,7.777777777777778,52,10,30.2
20.21,30.3,1.0,0.0,0.0,1.0,0.0,9.137078552915646,17.77777777777778,7.777777777777778,52,10,30.23
20.87,20.18,1.0,0.0,0.0,1.0,0.0,1.3013514582076087,12.222222222222221,0.0,44,12,30.17
22.21,30.18,1.0,0.0,0.0,1.0,0.0,6.608700389000125,17.77777777777778,7.777777777777778,52,15,30.17
25.11,18.4,1.0,0.0,0.0,1.0,0.0,8.570001199102187,12.222222222222221,1.1111111111111112,47,16,30.02
21.89,20.95,1.0,0.0,0.0,1.0,0.0,1.4368161636323353,11.11111111111111,1.1111111111111112,50,13,30.17
28.66,28.13,1.0,0.0,0.0,1.0,0.0,7.811308125009332,21.11111111111111,7.222222222222222,40,10,29.81
27.76,17.79,1.0,0.0,0.0,1.0,0.0,7.721673934405229,12.222222222222221,0.0,44,12,30.17
20.18,25.35,0.0,0.0,1.0,1.0,0.0,4.365768407631548,11.11111111111111,2.7777777777777777,58,14,30.02
35.04,26.39,1.0,0.0,0.0,1.0,0.0,7.039394099716016,21.11111111111111,7.222222222222222,40,10,29.81
22.98,30.29,0.0,0.0,1.0,1.0,0.0,4.235267134677151,17.77777777777778,7.222222222222222,49,5,29.87
