hum,tem,part_of_day_Afternoon,part_of_day_Evening,part_of_day_Morning,Not rush hour,Rush hour,distance_to_airport
9.39,32.74,0.0,1.0,0.0,0.0,1.0,2.51878669558518
19.22,23.48,1.0,0.0,0.0,1.0,0.0,6.786066689406374
22.98,30.29,1.0,0.0,0.0,1.0,0.0,6.608700389000125
25.77,26.95,1.0,0.0,0.0,1.0,0.0,4.242390851829654
16.31,25.98,1.0,0.0,0.0,1.0,0.0,2.3610839681627325
26.31,17.95,1.0,0.0,0.0,1.0,0.0,8.81984154047027
26.01,18.3,1.0,0.0,0.0,1.0,0.0,0.8888094414831992
18.71,21.77,1.0,0.0,0.0,1.0,0.0,4.401298089251333
23.82,28.25,1.0,0.0,0.0,1.0,0.0,4.367927293407342
11.91,27.01,1.0,0.0,0.0,1.0,0.0,0.6226369771766712
29.78,16.52,1.0,0.0,0.0,1.0,0.0,8.25291584096606
25.74,33.29,1.0,0.0,0.0,1.0,0.0,2.0871618830223837
24.46,30.04,1.0,0.0,0.0,1.0,0.0,2.439796282498486
13.2,27.73,0.0,1.0,0.0,0.0,1.0,2.539972524832204
26.7,26.4,1.0,0.0,0.0,1.0,0.0,4.356590372896497
33.26,25.43,1.0,0.0,0.0,1.0,0.0,4.28771536809394
22.09,26.5,1.0,0.0,0.0,1.0,0.0,3.0059241240232306
22.77,28.45,1.0,0.0,0.0,1.0,0.0,6.592049914149306
24.02,28.36,1.0,0.0,0.0,1.0,0.0,4.1834295298191275
27.83,19.07,1.0,0.0,0.0,1.0,0.0,4.117848565043867
21.14,22.86,1.0,0.0,0.0,1.0,0.0,4.004605538622173
19.34,22.39,1.0,0.0,0.0,1.0,0.0,0.9624213502131371
13.74,32.01,0.0,1.0,0.0,0.0,1.0,2.4956520396714326
14.85,26.09,1.0,0.0,0.0,1.0,0.0,4.220929196474017
23.91,20.46,1.0,0.0,0.0,1.0,0.0,8.884236359716216
25.71,29.17,1.0,0.0,0.0,1.0,0.0,2.437765286121071
17.4,31.44,1.0,0.0,0.0,1.0,0.0,9.124757784093967
25.8,27.16,1.0,0.0,0.0,1.0,0.0,6.304270709698988
14.73,30.43,1.0,0.0,0.0,1.0,0.0,2.4995959998295216
22.51,28.35,1.0,0.0,0.0,1.0,0.0,4.221805695771927
27.24,19.37,0.0,0.0,1.0,1.0,0.0,4.684868441565251
23.8,27.04,1.0,0.0,0.0,1.0,0.0,0.9317920998712257
26.12,33.02,1.0,0.0,0.0,1.0,0.0,6.380336510088041
16.41,32.64,1.0,0.0,0.0,1.0,0.0,1.4368161636323353
13.68,26.52,1.0,0.0,0.0,1.0,0.0,2.285135626296605
26.43,18.92,1.0,0.0,0.0,1.0,0.0,8.29711395323241
23.36,20.16,1.0,0.0,0.0,1.0,0.0,8.730000586024028
30.75,17.57,1.0,0.0,0.0,1.0,0.0,8.137109254803983
22.02,22.37,1.0,0.0,0.0,1.0,0.0,4.13838235159431
31.73,27.28,1.0,0.0,0.0,1.0,0.0,4.280529314302746
27.34,28.33,1.0,0.0,0.0,1.0,0.0,6.592049914149306
22.41,29.15,1.0,0.0,0.0,1.0,0.0,4.267016358137395
21.6,22.93,1.0,0.0,0.0,1.0,0.0,9.852306002139606
24.15,29.76,1.0,0.0,0.0,1.0,0.0,6.749836039694206
26.15,30.05,1.0,0.0,0.0,1.0,0.0,2.439796282498486
28.8,25.19,1.0,0.0,0.0,1.0,0.0,6.775831329002576
21.71,20.73,1.0,0.0,0.0,1.0,0.0,1.9531085502235768
28.62,28.92,1.0,0.0,0.0,1.0,0.0,7.011185330983967
29.35,24.41,1.0,0.0,0.0,1.0,0.0,8.893423601968628
25.56,29.76,1.0,0.0,0.0,1.0,0.0,6.608700389000125
25.45,29.12,1.0,0.0,0.0,1.0,0.0,4.121578342683967
21.93,36.92,1.0,0.0,0.0,1.0,0.0,4.260383286816387
29.41,30.09,1.0,0.0,0.0,1.0,0.0,7.683401359050124
17.29,24.85,1.0,0.0,0.0,1.0,0.0,1.7032895232007952
15.91,25.72,1.0,0.0,0.0,1.0,0.0,5.92561400099443
23.47,29.18,1.0,0.0,0.0,1.0,0.0,6.780604443423633
14.14,34.64,1.0,0.0,0.0,1.0,0.0,0.4645535441744648
16.44,28.38,1.0,0.0,0.0,1.0,0.0,2.487273120558031
20.66,29.39,1.0,0.0,0.0,1.0,0.0,0.9551677480835685
26.55,25.53,1.0,0.0,0.0,1.0,0.0,1.3103222346051935
8.01,33.88,0.0,1.0,0.0,0.0,1.0,2.52789198551397
21.58,30.58,1.0,0.0,0.0,1.0,0.0,4.4312130271918955
19.82,32.51,0.0,1.0,0.0,0.0,1.0,2.455534244782015
19.72,31.44,1.0,0.0,0.0,1.0,0.0,7.763267397605873
27.52,24.78,1.0,0.0,0.0,1.0,0.0,6.773542199401338
20.32,28.48,1.0,0.0,0.0,1.0,0.0,6.608611019031608
11.67,36.85,1.0,0.0,0.0,1.0,0.0,0.5913829125292669
25.28,18.7,1.0,0.0,0.0,1.0,0.0,8.251016450652857
27.57,24.52,1.0,0.0,0.0,1.0,0.0,0.941647834615548
28.01,25.84,1.0,0.0,0.0,1.0,0.0,0.87246751243094
17.21,26.21,1.0,0.0,0.0,1.0,0.0,4.061704819253544
18.62,30.94,1.0,0.0,0.0,1.0,0.0,9.076403058404246
18.07,30.76,1.0,0.0,0.0,1.0,0.0,2.437915975437635
15.06,30.66,1.0,0.0,0.0,1.0,0.0,2.5145460453645554
20.9,31.4,1.0,0.0,0.0,1.0,0.0,8.459959406808231
17.93,25.32,1.0,0.0,0.0,1.0,0.0,6.755739572974591
23.19,29.16,1.0,0.0,0.0,1.0,0.0,2.4398955204658472
18.71,22.49,1.0,0.0,0.0,1.0,0.0,0.9769754210933637
25.39,18.61,1.0,0.0,0.0,1.0,0.0,6.603140877233527
24.43,28.88,1.0,0.0,0.0,1.0,0.0,2.2413893532632847
17.09,23.92,1.0,0.0,0.0,1.0,0.0,1.3411364766685414
20.16,21.79,1.0,0.0,0.0,1.0,0.0,1.1449459735700493
24.82,30.41,1.0,0.0,0.0,1.0,0.0,4.781091479847368
22.0,22.81,1.0,0.0,0.0,1.0,0.0,4.232559614584106
24.3,27.89,1.0,0.0,0.0,1.0,0.0,0.8882712853276248
23.66,28.52,1.0,0.0,0.0,1.0,0.0,4.28771536809394
25.96,26.77,1.0,0.0,0.0,1.0,0.0,8.368828530712625
11.63,29.3,1.0,0.0,0.0,1.0,0.0,2.2776061651053596
32.9,23.82,1.0,0.0,0.0,1.0,0.0,8.847059998203141
24.68,18.69,1.0,0.0,0.0,1.0,0.0,0.8963021598505049
31.38,25.65,1.0,0.0,0.0,1.0,0.0,8.207977244253536
21.46,34.98,1.0,0.0,0.0,1.0,0.0,4.681648222623198
22.08,30.84,1.0,0.0,0.0,1.0,0.0,6.797588460980899
23.22,27.47,1.0,0.0,0.0,1.0,0.0,4.186317000394021
26.71,16.97,1.0,0.0,0.0,1.0,0.0,1.4249663201534986
15.44,25.92,1.0,0.0,0.0,1.0,0.0,0.8532717013598644
23.09,30.36,1.0,0.0,0.0,1.0,0.0,4.428095246972351
24.25,27.48,1.0,0.0,0.0,1.0,0.0,8.7341362427033
19.99,30.26,1.0,0.0,0.0,1.0,0.0,6.617459945245397
25.33,19.35,0.0,1.0,0.0,0.0,1.0,0.7491250746004526
20.96,29.64,1.0,0.0,0.0,1.0,0.0,6.772999861056175
22.6,27.24,1.0,0.0,0.0,1.0,0.0,3.738795881603537
20.01,22.71,1.0,0.0,0.0,1.0,0.0,7.761835716639253
27.51,25.68,1.0,0.0,0.0,1.0,0.0,6.604154902418471
22.84,29.36,1.0,0.0,0.0,1.0,0.0,2.437580381681337
27.29,31.56,1.0,0.0,0.0,1.0,0.0,5.962349041826363
20.62,30.51,1.0,0.0,0.0,1.0,0.0,4.28771536809394
22.94,28.39,1.0,0.0,0.0,1.0,0.0,9.080084338476693
23.56,28.76,1.0,0.0,0.0,1.0,0.0,8.435359065600629
19.88,22.23,1.0,0.0,0.0,1.0,0.0,9.053282922503554
22.5,20.13,1.0,0.0,0.0,1.0,0.0,1.4441250434515547
16.54,24.82,1.0,0.0,0.0,1.0,0.0,1.3009048251016202
12.01,27.19,1.0,0.0,0.0,1.0,0.0,6.46640233831617
22.57,19.95,1.0,0.0,0.0,1.0,0.0,4.225722820252616
21.22,28.25,1.0,0.0,0.0,1.0,0.0,4.302658458308318
24.24,29.73,1.0,0.0,0.0,1.0,0.0,2.437915975437635
31.29,24.05,1.0,0.0,0.0,1.0,0.0,8.83764320379068
22.99,35.31,1.0,0.0,0.0,1.0,0.0,9.13084246860985
17.24,24.76,1.0,0.0,0.0,1.0,0.0,4.4027398792859955
26.16,26.48,1.0,0.0,0.0,1.0,0.0,1.317255997846471
24.31,19.44,0.0,1.0,0.0,0.0,1.0,0.8496491582876708
19.15,23.71,1.0,0.0,0.0,1.0,0.0,9.124215689826656
27.23,26.38,1.0,0.0,0.0,1.0,0.0,6.499285158888521
19.97,22.78,1.0,0.0,0.0,1.0,0.0,6.330389349560278
18.07,23.42,1.0,0.0,0.0,1.0,0.0,4.457550571125622
23.16,33.99,1.0,0.0,0.0,1.0,0.0,6.132928134273826
26.89,18.06,1.0,0.0,0.0,1.0,0.0,8.631344819398326
22.3,29.09,1.0,0.0,0.0,1.0,0.0,4.359177884864154
22.52,21.79,1.0,0.0,0.0,1.0,0.0,6.5866605783512435
17.62,31.93,1.0,0.0,0.0,1.0,0.0,4.28771536809394
14.96,34.1,1.0,0.0,0.0,1.0,0.0,0.9436000933863106
22.02,28.26,1.0,0.0,0.0,1.0,0.0,9.430996090649336
21.01,33.69,1.0,0.0,0.0,1.0,0.0,4.490519352215171
21.12,30.01,1.0,0.0,0.0,1.0,0.0,2.954441448662846
29.93,18.16,1.0,0.0,0.0,1.0,0.0,6.438121883030612
23.4,21.08,1.0,0.0,0.0,1.0,0.0,8.83566072688006
20.37,21.68,1.0,0.0,0.0,1.0,0.0,0.943096572156248
26.19,17.84,1.0,0.0,0.0,1.0,0.0,8.704722208548478
20.91,28.76,1.0,0.0,0.0,1.0,0.0,9.13153094954536
24.94,18.37,1.0,0.0,0.0,1.0,0.0,0.9071335717185645
20.69,21.47,1.0,0.0,0.0,1.0,0.0,8.80521319766263
33.25,25.5,1.0,0.0,0.0,1.0,0.0,4.247141640528777
22.66,28.9,1.0,0.0,0.0,1.0,0.0,4.28771536809394
33.27,32.94,1.0,0.0,0.0,1.0,0.0,2.233655819454449
16.51,26.13,1.0,0.0,0.0,1.0,0.0,5.988511794865224
24.89,19.43,0.0,1.0,0.0,0.0,1.0,0.8874326012344793
25.43,26.83,1.0,0.0,0.0,1.0,0.0,8.334077412673139
19.66,29.63,1.0,0.0,0.0,1.0,0.0,9.12529500378575
28.79,16.44,1.0,0.0,0.0,1.0,0.0,8.716680020347992
30.15,24.85,1.0,0.0,0.0,1.0,0.0,8.83983816919462
22.17,26.63,1.0,0.0,0.0,1.0,0.0,6.7846113134561
30.89,15.39,1.0,0.0,0.0,1.0,0.0,4.512734606343759
22.05,29.44,1.0,0.0,0.0,1.0,0.0,1.0990925135176566
20.14,22.42,1.0,0.0,0.0,1.0,0.0,6.599285566801943
20.77,24.84,1.0,0.0,0.0,1.0,0.0,6.750844717968767
23.55,21.14,1.0,0.0,0.0,1.0,0.0,6.573641716193365
23.54,29.19,1.0,0.0,0.0,1.0,0.0,8.508516389115725
15.48,33.56,1.0,0.0,0.0,1.0,0.0,7.768931734498248
10.48,33.89,0.0,1.0,0.0,0.0,1.0,2.4889051056049367
24.68,19.74,1.0,0.0,0.0,1.0,0.0,8.67032876887231
11.13,29.12,1.0,0.0,0.0,1.0,0.0,2.5052974165020494
20.53,21.97,1.0,0.0,0.0,1.0,0.0,4.482738853824771
22.86,28.7,1.0,0.0,0.0,1.0,0.0,6.773298945132495
22.55,28.39,1.0,0.0,0.0,1.0,0.0,6.040430935102521
25.29,18.74,0.0,1.0,0.0,0.0,1.0,0.8516892610962925
32.6,25.16,1.0,0.0,0.0,1.0,0.0,4.28771536809394
12.65,33.52,1.0,0.0,0.0,1.0,0.0,6.577890788247758
31.3,14.56,1.0,0.0,0.0,1.0,0.0,8.5425055560628
28.13,28.2,1.0,0.0,0.0,1.0,0.0,4.28771536809394
18.91,34.25,1.0,0.0,0.0,1.0,0.0,4.238911822868733
22.56,19.23,1.0,0.0,0.0,1.0,0.0,1.3147342875828836
27.3,25.63,1.0,0.0,0.0,1.0,0.0,8.432039684481598
26.1,26.41,1.0,0.0,0.0,1.0,0.0,1.3665530686471425
23.79,30.02,1.0,0.0,0.0,1.0,0.0,3.953618560440187
23.03,27.26,1.0,0.0,0.0,1.0,0.0,1.7024466169035557
17.54,31.22,1.0,0.0,0.0,1.0,0.0,7.754264236131411
21.25,21.08,1.0,0.0,0.0,1.0,0.0,8.31520178704568
22.03,28.81,1.0,0.0,0.0,1.0,0.0,6.605824209146921
26.93,25.07,1.0,0.0,0.0,1.0,0.0,0.9242047671845762
26.6,18.91,1.0,0.0,0.0,1.0,0.0,8.248959222188631
24.53,27.18,1.0,0.0,0.0,1.0,0.0,3.7062078475867226
26.18,27.22,1.0,0.0,0.0,1.0,0.0,8.218794877384083
13.73,35.12,1.0,0.0,0.0,1.0,0.0,0.5252300061168166
24.87,18.85,1.0,0.0,0.0,1.0,0.0,8.040776152572437
25.72,24.58,1.0,0.0,0.0,1.0,0.0,9.337221912862928
18.27,21.56,1.0,0.0,0.0,1.0,0.0,0.6914933705495809
20.44,21.36,1.0,0.0,0.0,1.0,0.0,4.501925919133199
11.82,29.24,1.0,0.0,0.0,1.0,0.0,6.777984693673711
27.16,32.82,1.0,0.0,0.0,1.0,0.0,4.190362820059313
27.37,17.94,1.0,0.0,0.0,1.0,0.0,0.9900455927283196
22.6,27.13,1.0,0.0,0.0,1.0,0.0,9.092979343883028
22.33,21.69,1.0,0.0,0.0,1.0,0.0,8.823049196540296
20.45,30.88,1.0,0.0,0.0,1.0,0.0,2.493614245943313
25.66,19.37,1.0,0.0,0.0,1.0,0.0,1.7032895232007952
25.14,27.8,0.0,1.0,0.0,0.0,1.0,2.477076296380991
17.64,34.25,1.0,0.0,0.0,1.0,0.0,4.28771536809394
30.08,17.14,1.0,0.0,0.0,1.0,0.0,8.916103137426763
16.2,34.64,1.0,0.0,0.0,1.0,0.0,7.798675868990132
19.97,37.06,1.0,0.0,0.0,1.0,0.0,7.703450744115595
20.68,20.37,1.0,0.0,0.0,1.0,0.0,1.7032895232007952
18.6,29.69,1.0,0.0,0.0,1.0,0.0,7.718298624602107
21.96,24.6,1.0,0.0,0.0,1.0,0.0,6.548014800128586
27.03,33.01,1.0,0.0,0.0,1.0,0.0,3.025557453393599
21.79,21.7,1.0,0.0,0.0,1.0,0.0,8.4054340357394
26.47,17.66,1.0,0.0,0.0,1.0,0.0,8.444146408205386
22.63,28.7,1.0,0.0,0.0,1.0,0.0,4.18101451131926
22.76,29.57,0.0,1.0,0.0,0.0,1.0,2.4504140856702814
13.45,27.2,0.0,1.0,0.0,0.0,1.0,2.497700057816886
19.66,21.48,1.0,0.0,0.0,1.0,0.0,4.217695222480278
21.75,21.39,0.0,1.0,0.0,0.0,1.0,0.8443457398335558
21.4,20.54,1.0,0.0,0.0,1.0,0.0,1.7032895232007952
13.63,33.46,0.0,1.0,0.0,0.0,1.0,2.4960265829683728
17.38,26.69,1.0,0.0,0.0,1.0,0.0,2.484473039224269
24.81,31.85,1.0,0.0,0.0,1.0,0.0,6.265285619272128
26.69,16.98,1.0,0.0,0.0,1.0,0.0,1.301310430630851
13.24,28.68,1.0,0.0,0.0,1.0,0.0,2.291998063754832
21.62,29.2,1.0,0.0,0.0,1.0,0.0,6.758163288093669
15.42,31.92,1.0,0.0,0.0,1.0,0.0,4.0976674131742925
22.23,22.47,1.0,0.0,0.0,1.0,0.0,4.044259814014809
37.96,22.93,1.0,0.0,0.0,1.0,0.0,8.209902342549647
21.87,28.67,1.0,0.0,0.0,1.0,0.0,4.208214219829823
22.65,29.15,1.0,0.0,0.0,1.0,0.0,4.250352952641157
24.97,18.35,1.0,0.0,0.0,1.0,0.0,0.8495129281947785
28.69,26.01,1.0,0.0,0.0,1.0,0.0,6.779275024555676
17.88,22.66,1.0,0.0,0.0,1.0,0.0,1.323604104413504
8.03,34.05,0.0,1.0,0.0,0.0,1.0,2.5300078305896565
21.31,28.92,1.0,0.0,0.0,1.0,0.0,4.2425453564624815
27.54,19.41,1.0,0.0,0.0,1.0,0.0,8.315213538511587
30.14,27.77,1.0,0.0,0.0,1.0,0.0,6.797497202601131
17.98,22.58,1.0,0.0,0.0,1.0,0.0,1.7032895232007952
28.99,27.48,1.0,0.0,0.0,1.0,0.0,2.437765286121071
17.63,27.1,1.0,0.0,0.0,1.0,0.0,4.221526660747641
27.75,18.36,1.0,0.0,0.0,1.0,0.0,6.355977554118096
28.56,26.35,1.0,0.0,0.0,1.0,0.0,6.819296463887149
19.98,21.34,1.0,0.0,0.0,1.0,0.0,7.914021156343504
21.21,20.53,1.0,0.0,0.0,1.0,0.0,1.4441250434515547
16.81,32.04,1.0,0.0,0.0,1.0,0.0,4.2372101613399
23.08,21.53,1.0,0.0,0.0,1.0,0.0,8.625417717423545
25.21,20.28,1.0,0.0,0.0,1.0,0.0,9.072562531522204
30.0,24.78,1.0,0.0,0.0,1.0,0.0,8.392466587902643
20.69,21.76,1.0,0.0,0.0,1.0,0.0,1.2321664310936877
16.47,27.56,1.0,0.0,0.0,1.0,0.0,9.076080515821808
28.27,25.15,1.0,0.0,0.0,1.0,0.0,1.3013514582076087
26.96,17.58,1.0,0.0,0.0,1.0,0.0,0.9610413737280795
21.96,27.69,1.0,0.0,0.0,1.0,0.0,1.7024466169035557
16.18,31.82,1.0,0.0,0.0,1.0,0.0,7.768853914797518
19.18,23.85,1.0,0.0,0.0,1.0,0.0,6.8255112757337635
9.98,31.95,0.0,1.0,0.0,0.0,1.0,2.492381486881331
22.15,20.81,1.0,0.0,0.0,1.0,0.0,8.700835650907667
25.18,28.67,1.0,0.0,0.0,1.0,0.0,2.437765286121071
23.39,27.39,1.0,0.0,0.0,1.0,0.0,4.186317000394021
20.97,30.35,1.0,0.0,0.0,1.0,0.0,4.250644664425791
39.69,20.48,1.0,0.0,0.0,1.0,0.0,8.61857468362413
23.52,27.14,1.0,0.0,0.0,1.0,0.0,0.9904277982467008
18.59,22.25,1.0,0.0,0.0,1.0,0.0,1.4441250434515547
24.08,34.78,1.0,0.0,0.0,1.0,0.0,1.3340510311963585
25.0,19.19,1.0,0.0,0.0,1.0,0.0,8.833402229524191
23.87,21.34,1.0,0.0,0.0,1.0,0.0,9.841905255808497
25.48,19.55,1.0,0.0,0.0,1.0,0.0,8.395763767407788
35.91,22.37,1.0,0.0,0.0,1.0,0.0,9.356798876178988
14.0,32.23,0.0,1.0,0.0,0.0,1.0,2.4967536203990814
32.28,25.26,1.0,0.0,0.0,1.0,0.0,4.28771536809394
41.44,21.87,1.0,0.0,0.0,1.0,0.0,8.256721073977088
20.4,30.27,1.0,0.0,0.0,1.0,0.0,4.291331095318271
17.33,33.12,1.0,0.0,0.0,1.0,0.0,7.766587398045408
23.21,30.89,1.0,0.0,0.0,1.0,0.0,4.28771536809394
33.65,15.65,1.0,0.0,0.0,1.0,0.0,8.85137334364394
17.14,24.72,1.0,0.0,0.0,1.0,0.0,1.4593030871459896
16.55,24.58,1.0,0.0,0.0,1.0,0.0,1.599588665342158
27.06,25.67,1.0,0.0,0.0,1.0,0.0,9.759582734383365
23.98,28.29,1.0,0.0,0.0,1.0,0.0,8.43429115060624
25.87,18.79,0.0,1.0,0.0,0.0,1.0,0.8673441768017941
19.76,23.03,1.0,0.0,0.0,1.0,0.0,1.2482077361994188
26.16,18.42,1.0,0.0,0.0,1.0,0.0,6.535193338332503
26.83,25.93,1.0,0.0,0.0,1.0,0.0,8.552830178732302
17.08,26.47,1.0,0.0,0.0,1.0,0.0,5.9123583870514365
33.57,25.67,1.0,0.0,0.0,1.0,0.0,2.4530488060186006
14.64,26.76,1.0,0.0,0.0,1.0,0.0,6.837713680595121
23.01,31.72,1.0,0.0,0.0,1.0,0.0,4.883144332225111
25.5,18.97,1.0,0.0,0.0,1.0,0.0,6.531780871181014
26.71,29.44,1.0,0.0,0.0,1.0,0.0,4.883144332225111
26.86,28.26,1.0,0.0,0.0,1.0,0.0,4.28771536809394
13.89,30.05,1.0,0.0,0.0,1.0,0.0,9.422411813373751
25.69,18.76,1.0,0.0,0.0,1.0,0.0,6.539217865346371
22.94,28.5,1.0,0.0,0.0,1.0,0.0,6.773444104677803
27.68,26.42,1.0,0.0,0.0,1.0,0.0,8.207114663465614
15.24,23.81,1.0,0.0,0.0,1.0,0.0,0.6136938506364713
21.81,21.79,1.0,0.0,0.0,1.0,0.0,3.974127194548056
26.58,20.63,1.0,0.0,0.0,1.0,0.0,9.834219326864888
24.18,29.39,1.0,0.0,0.0,1.0,0.0,2.458808580903945
16.31,25.13,1.0,0.0,0.0,1.0,0.0,4.4027398792859955
23.03,23.09,1.0,0.0,0.0,1.0,0.0,4.2631805881527365
19.98,30.4,1.0,0.0,0.0,1.0,0.0,4.25842578343285
26.94,30.48,1.0,0.0,0.0,1.0,0.0,4.25842578343285
22.2,28.47,1.0,0.0,0.0,1.0,0.0,6.592049914149306
27.74,28.4,1.0,0.0,0.0,1.0,0.0,3.986754853219217
19.97,31.43,1.0,0.0,0.0,1.0,0.0,9.126098228452586
21.79,19.56,1.0,0.0,0.0,1.0,0.0,1.4441250434515547
23.82,29.06,1.0,0.0,0.0,1.0,0.0,2.4398955204658472
22.04,21.87,1.0,0.0,0.0,1.0,0.0,8.462081029748296
21.94,20.86,1.0,0.0,0.0,1.0,0.0,7.711834553127798
25.37,20.6,0.0,0.0,1.0,1.0,0.0,4.371545988156471
25.63,26.59,1.0,0.0,0.0,1.0,0.0,6.522764844162605
25.6,19.26,1.0,0.0,0.0,1.0,0.0,8.87802197910223
18.61,30.54,1.0,0.0,0.0,1.0,0.0,6.299469102195761
15.86,26.44,1.0,0.0,0.0,1.0,0.0,4.070907328475594
12.03,30.13,1.0,0.0,0.0,1.0,0.0,2.3156868921057883
22.36,29.57,0.0,1.0,0.0,0.0,1.0,2.4504140856702814
28.68,26.61,1.0,0.0,0.0,1.0,0.0,0.838976843564298
19.96,21.35,1.0,0.0,0.0,1.0,0.0,7.904992425298686
18.85,22.34,1.0,0.0,0.0,1.0,0.0,0.9769754210933637
15.96,33.43,1.0,0.0,0.0,1.0,0.0,7.388045498271608
17.42,22.96,1.0,0.0,0.0,1.0,0.0,4.438576511042627
15.12,27.38,1.0,0.0,0.0,1.0,0.0,6.8057964416239285
29.91,24.44,1.0,0.0,0.0,1.0,0.0,8.344763810787077
14.82,34.65,1.0,0.0,0.0,1.0,0.0,4.2810115671857565
18.97,24.94,1.0,0.0,0.0,1.0,0.0,6.732059975592176
24.54,19.91,1.0,0.0,0.0,1.0,0.0,8.434247163574934
27.42,25.56,1.0,0.0,0.0,1.0,0.0,4.309879083398444
19.97,34.24,1.0,0.0,0.0,1.0,0.0,7.7639568827874985
23.19,28.69,1.0,0.0,0.0,1.0,0.0,4.28771536809394
21.83,21.88,1.0,0.0,0.0,1.0,0.0,8.612174948297008
31.59,26.18,1.0,0.0,0.0,1.0,0.0,0.6789341620697253
34.93,15.94,1.0,0.0,0.0,1.0,0.0,6.115876828180204
12.19,30.39,1.0,0.0,0.0,1.0,0.0,9.325141255243405
26.84,18.18,1.0,0.0,0.0,1.0,0.0,0.8627054176532257
26.1,18.06,1.0,0.0,0.0,1.0,0.0,8.178015168165684
24.67,31.43,1.0,0.0,0.0,1.0,0.0,7.315817160794226
15.71,29.54,1.0,0.0,0.0,1.0,0.0,2.4471842620878586
21.64,30.24,1.0,0.0,0.0,1.0,0.0,4.224299509832043
12.96,30.28,1.0,0.0,0.0,1.0,0.0,9.39749005689912
24.01,27.56,1.0,0.0,0.0,1.0,0.0,8.561709165253035
21.69,19.64,1.0,0.0,0.0,1.0,0.0,1.3097477458256996
20.64,22.26,0.0,1.0,0.0,0.0,1.0,0.8918858607127197
27.65,28.34,1.0,0.0,0.0,1.0,0.0,6.8013922482159925
19.88,21.0,1.0,0.0,0.0,1.0,0.0,1.3081414659803499
26.08,17.84,1.0,0.0,0.0,1.0,0.0,1.7032895232007952
21.55,32.79,1.0,0.0,0.0,1.0,0.0,4.095969741027474
21.16,32.17,0.0,1.0,0.0,0.0,1.0,2.485756336388114
15.75,28.2,1.0,0.0,0.0,1.0,0.0,4.345035588631601
27.58,26.82,1.0,0.0,0.0,1.0,0.0,8.326931025730248
16.07,24.57,1.0,0.0,0.0,1.0,0.0,1.4368161636323353
31.4,24.15,1.0,0.0,0.0,1.0,0.0,8.843149312777149
28.97,24.36,1.0,0.0,0.0,1.0,0.0,0.8738697653171912
24.51,19.83,1.0,0.0,0.0,1.0,0.0,4.69625230846672
30.1,23.71,1.0,0.0,0.0,1.0,0.0,0.9330428452590371
27.48,16.98,1.0,0.0,0.0,1.0,0.0,4.4561857035508865
22.45,19.8,1.0,0.0,0.0,1.0,0.0,1.71017474436951
23.87,27.73,1.0,0.0,0.0,1.0,0.0,4.319135439494822
16.28,27.52,1.0,0.0,0.0,1.0,0.0,2.4940385894946044
8.39,34.05,1.0,0.0,0.0,1.0,0.0,0.5845617162033516
17.98,33.03,1.0,0.0,0.0,1.0,0.0,7.836390126139314
27.89,28.8,1.0,0.0,0.0,1.0,0.0,4.054581180379037
24.96,29.78,1.0,0.0,0.0,1.0,0.0,4.286809210518027
19.8,28.95,1.0,0.0,0.0,1.0,0.0,5.9519294477197455
22.74,26.38,1.0,0.0,0.0,1.0,0.0,8.407812905412834
25.3,26.73,1.0,0.0,0.0,1.0,0.0,1.7024466169035557
15.69,28.39,1.0,0.0,0.0,1.0,0.0,2.4925858151806444
24.64,19.07,0.0,1.0,0.0,0.0,1.0,0.7491250746022381
26.39,17.7,1.0,0.0,0.0,1.0,0.0,1.8768795497763233
23.6,26.34,1.0,0.0,0.0,1.0,0.0,8.419211244371885
16.68,24.19,1.0,0.0,0.0,1.0,0.0,4.627785571363455
25.96,27.28,1.0,0.0,0.0,1.0,0.0,4.310729863730202
35.64,23.41,1.0,0.0,0.0,1.0,0.0,8.586579074193958
19.09,23.98,1.0,0.0,0.0,1.0,0.0,7.817794007899528
10.41,30.15,1.0,0.0,0.0,1.0,0.0,6.553406518364851
24.94,26.35,1.0,0.0,0.0,1.0,0.0,8.42226244821624
25.19,20.55,1.0,0.0,0.0,1.0,0.0,7.674287727415579
19.21,24.1,1.0,0.0,0.0,1.0,0.0,6.596558496577356
25.17,19.19,1.0,0.0,0.0,1.0,0.0,8.415515311581913
21.77,19.46,1.0,0.0,0.0,1.0,0.0,1.973428423228714
26.72,28.29,1.0,0.0,0.0,1.0,0.0,4.28771536809394
24.09,19.74,1.0,0.0,0.0,1.0,0.0,8.424420884370253
26.12,21.45,1.0,0.0,0.0,1.0,0.0,6.528191522173108
17.91,30.65,1.0,0.0,0.0,1.0,0.0,0.5393508419451644
34.03,16.33,1.0,0.0,0.0,1.0,0.0,6.438121883030612
11.72,32.19,1.0,0.0,0.0,1.0,0.0,6.527206067179152
27.54,17.32,1.0,0.0,0.0,1.0,0.0,7.675110445303152
21.98,20.63,1.0,0.0,0.0,1.0,0.0,1.973428423228714
19.74,28.69,1.0,0.0,0.0,1.0,0.0,1.0649973425147736
8.62,34.7,1.0,0.0,0.0,1.0,0.0,2.52789198551397
33.03,24.58,1.0,0.0,0.0,1.0,0.0,4.28771536809394
17.72,22.95,1.0,0.0,0.0,1.0,0.0,0.7982620732927083
22.41,23.39,1.0,0.0,0.0,1.0,0.0,6.559314779632934
